country,year,start,end,protest_duration,region,location,participants_category,protesterdemand1,stateresponse1,total protests
Romania,2017,2017-02-05,2017-02-05,0 days,Europe,"National, Piata Victoriei Bucharest",2000-4999,"political behavior, process",accomodation,52
Romania,2017,2017-02-06,2017-02-06,0 days,Europe,Piata Victoriei Bucharest,100-999,"political behavior, process",ignore,52
Romania,2017,2017-02-07,2017-02-07,0 days,Europe,"Piata Victoriei Bucharest, National",>10000,"political behavior, process",accomodation,52
Romania,2017,2017-02-08,2017-02-08,0 days,Europe,Piata Victoriei Bucharest,>10000,"political behavior, process",accomodation,52
Romania,2017,2017-02-09,2017-02-09,0 days,Europe,Piata Victoriei Bucharest,>10000,"political behavior, process",ignore,52
Romania,2017,2017-02-10,2017-02-10,0 days,Europe,Piata Victoriei Bucharest,5000-10000,"political behavior, process",accomodation,52
Romania,2017,2017-02-11,2017-02-11,0 days,Europe,Piata Victoriei Bucharest,2000-4999,"political behavior, process",ignore,52
Romania,2017,2017-02-12,2017-02-12,0 days,Europe,Piata Victoriei Bucharest,2000-4999,"political behavior, process",ignore,52
Romania,2017,2017-02-13,2017-02-13,0 days,Europe,Piata Victoriei Bucharest,2000-4999,"political behavior, process",ignore,52
Romania,2017,2017-02-14,2017-02-14,0 days,Europe,Piata Victoriei Bucharest,2000-4999,"political behavior, process",accomodation,52
Romania,2017,2017-02-15,2017-02-15,0 days,Europe,Piata Victoriei Bucharest,>10000,"political behavior, process",accomodation,52
Romania,2017,2017-02-16,2017-02-16,0 days,Europe,Piata Victoriei  Bucharest,2000-4999,"political behavior, process",ignore,52
Romania,2017,2017-02-17,2017-02-17,0 days,Europe,Piata Victoriei  Bucharest,2000-4999,"political behavior, process",ignore,52
Romania,2017,2017-02-18,2017-02-18,0 days,Europe,Piata Victoriei  Bucharest,2000-4999,"political behavior, process",ignore,52
Romania,2017,2017-02-19,2017-02-19,0 days,Europe,Piata Victoriei  Bucharest,2000-4999,"political behavior, process",ignore,52
Romania,2017,2017-02-20,2017-02-20,0 days,Europe,Piata Victoriei  Bucharest,2000-4999,"political behavior, process",ignore,52
Romania,2017,2017-02-21,2017-02-21,0 days,Europe,Piata Victoriei  Bucharest,2000-4999,"political behavior, process",ignore,52
Romania,2017,2017-02-22,2017-02-22,0 days,Europe,Piata Victoriei  Bucharest,2000-4999,"political behavior, process",ignore,52
Romania,2017,2017-02-23,2017-02-23,0 days,Europe,Piata Victoriei  Bucharest,2000-4999,"political behavior, process",ignore,52
Romania,2017,2017-02-24,2017-02-24,0 days,Europe,Piata Victoriei  Bucharest,2000-4999,"political behavior, process",ignore,52
Romania,2017,2017-02-25,2017-02-25,0 days,Europe,Piata Victoriei  Bucharest,2000-4999,"political behavior, process",ignore,52
Romania,2017,2017-02-26,2017-02-26,0 days,Europe,Piata Victoriei  Bucharest,2000-4999,"political behavior, process",ignore,52
Romania,2017,2017-05-03,2017-05-03,0 days,Europe,Bucharest,1000-1999,"political behavior, process",accomodation,52
Romania,2017,2017-11-05,2017-11-05,0 days,Europe,Bucharest; national,>10000,"political behavior, process",ignore,52
Romania,2017,2017-11-26,2017-11-26,0 days,Europe,Bucharest,>10000,"political behavior, process",accomodation,52
Romania,2017,2017-12-03,2017-12-03,0 days,Europe,Bucharest; national,100-999,"political behavior, process",ignore,52
Romania,2018,2018-01-20,2018-01-20,0 days,Europe,Bucharest; national,>10000,"political behavior, process",ignore,52
Romania,2018,2018-02-25,2018-02-25,0 days,Europe,Bucharest; national,5000-10000,"political behavior, process",ignore,52
Romania,2018,2018-04-16,2018-04-16,0 days,Europe,Craiova,100-999,labor wage dispute,ignore,52
Romania,2018,2018-04-26,2018-04-26,0 days,Europe,BUCHAREST,>10000,labor wage dispute,ignore,52
Romania,2018,2018-05-07,2018-05-07,0 days,Europe,national,>10000,labor wage dispute,ignore,52
Romania,2018,2018-05-12,2018-05-12,0 days,Europe,national,>10000,"political behavior, process",ignore,52
Romania,2018,2018-05-30,2018-05-30,0 days,Europe,Bucharest; Timisoara; Sibiu,2000-4999,"political behavior, process",ignore,52
Romania,2018,2018-06-09,2018-06-09,0 days,Europe,BUCHAREST,>10000,"political behavior, process",ignore,52
Romania,2018,2018-06-20,2018-06-20,0 days,Europe,BUCHAREST,>10000,"political behavior, process",ignore,52
Romania,2018,2018-06-27,2018-06-27,0 days,Europe,BUCHAREST,>10000,"political behavior, process",ignore,52
Romania,2018,2018-07-04,2018-07-04,0 days,Europe,BUCHAREST,2000-4999,"political behavior, process",ignore,52
Romania,2018,2018-08-09,2018-08-09,0 days,Europe,BUCHAREST,50-99,"political behavior, process",ignore,52
Romania,2018,2018-08-10,2018-08-12,2 days,Europe,BUCHAREST; national,>10000,"political behavior, process",crowd dispersal,52
Romania,2018,2018-09-08,2018-09-08,0 days,Europe,BUCHAREST,100-999,"political behavior, process",ignore,52
Romania,2018,2018-09-10,2018-09-10,0 days,Europe,BUCHAREST,100-999,"political behavior, process",ignore,52
Romania,2018,2018-10-30,2018-10-30,0 days,Europe,BUCHAREST,1000-1999,"political behavior, process",ignore,52
Romania,2018,2018-12-01,2018-12-01,0 days,Europe,BUCHAREST,1000-1999,"political behavior, process",ignore,52
Romania,2018,2018-12-12,2018-12-12,0 days,Europe,BUCHAREST,50-99,"political behavior, process",ignore,52
Russia,2016,2016-01-15,2016-01-23,8 days,Europe,"Chita, Siberia",50-99,labor wage dispute,ignore,32
Russia,2016,2016-01-15,2016-01-23,8 days,Europe,Priargunsk,50-99,labor wage dispute,ignore,32
Russia,2016,2016-01-15,2016-01-23,8 days,Europe,Primorye,100-999,labor wage dispute,ignore,32
Russia,2016,2016-01-17,2016-01-23,6 days,Europe,Krasnodar,100-999,"price increases, tax policy",ignore,32
Russia,2016,2016-02-15,2016-02-15,0 days,Europe,"Machine Builders Square, NIZHNY TAGIL",50-99,labor wage dispute,ignore,32
Russia,2016,2016-02-27,2016-02-27,0 days,Europe,Moscow,>10000,"political behavior, process",ignore,32
Russia,2016,2016-08-09,2016-08-09,0 days,Europe,"Sokolniki Park, Moscow",100-999,"political behavior, process",ignore,32
Russia,2017,2017-01-28,2017-02-23,26 days,Europe,St. Petersburg,5000-10000,"political behavior, process",ignore,32
Russia,2017,2017-02-26,2017-02-26,0 days,Europe,Moscow,>10000,removal of politician,ignore,32
Russia,2017,2017-03-26,2017-04-02,7 days,Europe,Moscow; national,>10000,"political behavior, process",arrests,32
Russia,2017,2017-03-26,2017-03-26,0 days,Europe,National; 82 cities,>10000,"political behavior, process",crowd dispersal,32
Russia,2017,2017-03-27,2017-05-19,53 days,Europe,Dagestan; national,5000-10000,labor wage dispute,ignore,32
Russia,2017,2017-04-29,2017-04-29,0 days,Europe,national,5000-10000,"political behavior, process",arrests,32
Russia,2017,2017-05-01,2017-05-01,0 days,Europe,St. Petersburg,50-99,social restrictions,arrests,32
Russia,2017,2017-05-06,2017-05-06,0 days,Europe,Moscow,5000-10000,removal of politician,arrests,32
Russia,2017,2017-05-14,2017-06-14,31 days,Europe,Moscow,>10000,land farm issue,ignore,32
Russia,2017,2017-06-12,2017-06-12,0 days,Europe,national,>10000,removal of politician,arrests,32
Russia,2017,2017-07-23,2017-07-23,0 days,Europe,Moscow,100-999,social restrictions,ignore,32
Russia,2017,2017-10-07,2017-10-07,0 days,Europe,Moscow; national,2000-4999,removal of politician,arrests,32
Russia,2017,2017-10-26,2017-10-27,1 days,Europe,national,100-999,social restrictions,arrests,32
Russia,2017,2017-11-05,2017-11-05,0 days,Europe,Moscow,100-999,removal of politician,arrests,32
Russia,2018,2018-01-28,2018-01-28,0 days,Europe,national,>10000,"political behavior, process",arrests,32
Russia,2018,2018-03-24,2018-03-24,0 days,Europe,Moscow,50-99,land farm issue,arrests,32
Russia,2018,2018-03-27,2018-03-27,0 days,Europe,national,5000-10000,removal of politician,ignore,32
Russia,2018,2018-04-01,2018-04-01,0 days,Europe,Volokolamsk,100-999,land farm issue,arrests,32
Russia,2018,2018-04-17,2018-04-17,0 days,Europe,Moscow,50-99,social restrictions,ignore,32
Russia,2018,2018-04-30,2018-04-30,0 days,Europe,Moscow,2000-4999,social restrictions,ignore,32
Russia,2018,2018-05-05,2018-05-05,0 days,Europe,national,>10000,removal of politician,crowd dispersal,32
Russia,2018,2018-07-15,2018-07-15,0 days,Europe,Moscow,50-99,labor wage dispute,ignore,32
Russia,2018,2018-08-15,2018-08-15,0 days,Europe,Moscow,100-999,police brutality,ignore,32
Russia,2018,2018-09-02,2018-09-02,0 days,Europe,national,>10000,labor wage dispute,accomodation,32
Russia,2018,2018-09-09,2018-09-09,0 days,Europe,national,5000-10000,labor wage dispute,arrests,32
Latvia,2017,2017-11-16,2017-11-16,0 days,Europe,Riga,5000-10000,social restrictions,ignore,6
Latvia,2017,2017-12-14,2017-12-14,0 days,Europe,Riga,5000-10000,social restrictions,ignore,6
Latvia,2018,2018-02-08,2018-02-08,0 days,Europe,Riga,100-999,social restrictions,ignore,6
Latvia,2018,2018-02-24,2018-02-24,0 days,Europe,Riga,1000-1999,social restrictions,ignore,6
Latvia,2018,2018-03-10,2018-03-10,0 days,Europe,Riga,2000-4999,social restrictions,ignore,6
Latvia,2018,2018-06-09,2018-06-09,0 days,Europe,Riga,5000-10000,social restrictions,ignore,6
Belarus,2017,2017-02-17,2017-02-17,0 days,Europe,Minsk,50-99,"price increases, tax policy",ignore,9
Belarus,2017,2017-03-15,2017-03-15,0 days,Europe,Minsk,2000-4999,"price increases, tax policy",arrests,9
Belarus,2017,2017-03-15,2017-03-15,0 days,Europe,Pinsk,50-99,labor wage dispute,ignore,9
Belarus,2017,2017-03-18,2017-03-18,0 days,Europe,Dobrush,50-99,"political behavior, process",ignore,9
Belarus,2017,2017-03-25,2017-03-25,0 days,Europe,Minsk,100-999,"political behavior, process",arrests,9
Belarus,2017,2017-03-26,2017-03-26,0 days,Europe,Minsk,2000-4999,"price increases, tax policy",arrests,9
Belarus,2017,2017-09-08,2017-09-08,0 days,Europe,Minsk,100-999,"political behavior, process",ignore,9
Belarus,2018,2018-03-08,2018-03-08,0 days,Europe,national,100-999,social restrictions,ignore,9
Belarus,2018,2018-03-24,2018-03-24,0 days,Europe,Minsk,100-999,"political behavior, process",arrests,9
Armenia,2016,2016-07-18,2016-07-18,0 days,Europe,Yerevan,1000-1999,"political behavior, process",ignore,22
Armenia,2016,2016-07-20,2016-07-20,0 days,Europe,Yerevan,1000-1999,"political behavior, process",crowd dispersal,22
Armenia,2016,2016-07-28,2016-07-28,0 days,Europe,Yerevan,2000-4999,"political behavior, process",arrests,22
Armenia,2016,2016-07-29,2016-07-29,0 days,Europe,Yerevan,2000-4999,"political behavior, process",crowd dispersal,22
Armenia,2018,2018-04-13,2018-04-13,0 days,Europe,Yerevan,5000-10000,"political behavior, process",ignore,22
Armenia,2018,2018-04-14,2018-04-14,0 days,Europe,Yerevan,50-99,"political behavior, process",ignore,22
Armenia,2018,2018-04-16,2018-04-16,0 days,Europe,Yerevan,>10000,"political behavior, process",crowd dispersal,22
Armenia,2018,2018-04-17,2018-04-17,0 days,Europe,Yerevan,>10000,"political behavior, process",arrests,22
Armenia,2018,2018-04-18,2018-04-18,0 days,Europe,Yerevan,>10000,"political behavior, process",arrests,22
Armenia,2018,2018-04-19,2018-04-19,0 days,Europe,Yerevan; Gyumri,>10000,"political behavior, process",arrests,22
Armenia,2018,2018-04-20,2018-04-20,0 days,Europe,Yerevan; Gyumri,>10000,"political behavior, process",arrests,22
Armenia,2018,2018-04-21,2018-04-21,0 days,Europe,Yerevan; Gyumri; Ararat; Artashat,>10000,"political behavior, process",arrests,22
Armenia,2018,2018-04-22,2018-04-22,0 days,Europe,Yerevan,>10000,"political behavior, process",crowd dispersal,22
Armenia,2018,2018-04-23,2018-04-23,0 days,Europe,Yerevan,5000-10000,"political behavior, process",accomodation,22
Armenia,2018,2018-04-25,2018-04-25,0 days,Europe,Yerevan,>10000,"political behavior, process",crowd dispersal,22
Armenia,2018,2018-04-26,2018-04-26,0 days,Europe,Yerevan,>10000,"political behavior, process",crowd dispersal,22
Armenia,2018,2018-04-27,2018-04-27,0 days,Europe,Gyumri,>10000,"political behavior, process",ignore,22
Armenia,2018,2018-04-29,2018-04-29,0 days,Europe,Yerevan,5000-10000,"political behavior, process",ignore,22
Armenia,2018,2018-05-01,2018-05-01,0 days,Europe,Yerevan,>10000,"political behavior, process",ignore,22
Armenia,2018,2018-05-02,2018-05-02,0 days,Europe,Yerevan; national,>10000,"political behavior, process",accomodation,22
Armenia,2018,2018-06-17,2018-06-17,0 days,Europe,Yerevan,100-999,police brutality,crowd dispersal,22
Armenia,2018,2018-10-02,2018-10-02,0 days,Europe,Yerevan,5000-10000,"political behavior, process",ignore,22
Georgia,2016,2016-03-06,2016-03-06,0 days,Europe,Tbilisi,2000-4999,"political behavior, process",ignore,7
Georgia,2016,2016-07-05,2016-07-05,0 days,Europe,Sukhum  Abkhazia,1000-1999,"political behavior, process",crowd dispersal,7
Georgia,2016,2016-12-15,2016-12-15,0 days,Europe,SUKHUM Abkhazia,50-99,removal of politician,ignore,7
Georgia,2016,2016-12-15,2016-12-15,0 days,Europe,Sukhum Abkhazia,1000-1999,removal of politician,ignore,7
Georgia,2017,2017-11-01,2017-11-01,0 days,Europe,Tbilisi,50-99,social restrictions,arrests,7
Georgia,2018,2018-05-12,2018-05-13,1 days,Europe,Tbilisi,2000-4999,social restrictions,ignore,7
Georgia,2018,2018-06-02,2018-06-02,0 days,Europe,Tbilisi,2000-4999,removal of politician,accomodation,7
Finland,2016,2016-01-28,2016-01-28,0 days,Europe,Tampere,50-99,"political behavior, process",ignore,5
Finland,2016,2016-09-10,2016-09-10,0 days,Europe,Helsinki,50-99,"political behavior, process",ignore,5
Finland,2016,2016-09-24,2016-09-24,0 days,Europe,Helsinki,>10000,"political behavior, process",ignore,5
Finland,2016,2016-09-24,2016-09-24,0 days,Europe,Helsinki,50-99,"political behavior, process",ignore,5
Finland,2018,2018-07-15,2018-07-15,0 days,Europe,Helsinki,2000-4999,"political behavior, process",ignore,5
Sweden,2016,2016-05-01,2016-05-01,0 days,Europe,Borlange,100-999,"political behavior, process",ignore,6
Sweden,2016,2016-10-22,2016-10-22,0 days,Europe,Umea; Karlstad; Stockholm; Jonkoping; national,2000-4999,"political behavior, process",ignore,6
Sweden,2017,2017-08-31,2017-08-31,0 days,Europe,Medborgarplatsen,50-99,"political behavior, process",ignore,6
Sweden,2017,2017-09-30,2017-09-30,0 days,Europe,Gothenburg,100-999,social restrictions,arrests,6
Sweden,2018,2018-07-15,2018-07-15,0 days,Europe,Stockholm,100-999,social restrictions,ignore,6
Sweden,2018,2018-08-25,2018-08-25,0 days,Europe,Stockholm,100-999,social restrictions,ignore,6
Afghanistan,2016,2016-03-22,2016-03-22,0 days,Asia,Mazar i Sharif,100-999,"political behavior, process",ignore,15
Afghanistan,2016,2016-05-16,2016-05-16,0 days,Asia,Kabul,>10000,land farm issue,crowd dispersal,15
Afghanistan,2016,2016-07-23,2016-07-23,0 days,Asia,Kabul,5000-10000,land farm issue,ignore,15
Afghanistan,2016,2016-09-22,2016-09-22,0 days,Asia,Kabul,50-99,"political behavior, process",ignore,15
Afghanistan,2017,2017-04-26,2017-04-26,0 days,Asia,Jowzjan Province,2000-4999,"political behavior, process",ignore,15
Afghanistan,2017,2017-06-02,2017-06-05,3 days,Asia,Kabul,5000-10000,removal of politician,crowd dispersal,15
Afghanistan,2017,2017-07-03,2017-07-03,0 days,Asia,Kabul,100-999,"political behavior, process",ignore,15
Afghanistan,2018,2018-03-09,2018-03-09,0 days,Asia,Kabul,100-999,"political behavior, process",ignore,15
Afghanistan,2018,2018-03-17,2018-03-17,0 days,Asia,Chaparhar,50-99,police brutality,ignore,15
Afghanistan,2018,2018-06-10,2018-06-10,0 days,Asia,Kabul,50-99,"political behavior, process",ignore,15
Afghanistan,2018,2018-07-04,2018-07-04,0 days,Asia,Maimana,5000-10000,police brutality,shootings,15
Afghanistan,2018,2018-09-11,2018-09-11,0 days,Asia,Nangarhar Province,100-999,police brutality,ignore,15
Afghanistan,2018,2018-09-15,2018-09-15,0 days,Asia,Balkh Province; Kandahar; Herat,100-999,"political behavior, process",ignore,15
Afghanistan,2018,2018-11-12,2018-11-12,0 days,Asia,Kabul,50-99,"political behavior, process",ignore,15
Afghanistan,2018,2018-11-25,2018-11-25,0 days,Asia,Kabul,100-999,police brutality,crowd dispersal,15
China,2016,2016-01-01,2016-01-01,0 days,Asia,Hong Kong,2000-4999,social restrictions,ignore,41
China,2016,2016-01-03,2016-01-03,0 days,Asia,Hong Kong,100-999,"political behavior, process",ignore,41
China,2016,2016-01-10,2016-01-10,0 days,Asia,Hong Kong,5000-10000,"political behavior, process",ignore,41
China,2016,2016-02-08,2016-02-09,1 days,Asia,Mongkok district of Hong Kong,100-999,social restrictions,beatings,41
China,2016,2016-02-17,2016-02-24,7 days,Asia,Guangzhou,100-999,labor wage dispute,crowd dispersal,41
China,2016,2016-02-17,2016-02-18,1 days,Asia,Shanxi province,5000-10000,"political behavior, process",accomodation,41
China,2016,2016-03-12,2016-03-13,1 days,Asia,"Shuangyashan, a city in Heilongjiang province",2000-4999,labor wage dispute,crowd dispersal,41
China,2016,2016-03-13,2016-03-13,0 days,Asia,Hong Kong,2000-4999,"political behavior, process",accomodation,41
China,2016,2016-04-19,2016-04-19,0 days,Asia,"National Health and Family Planning Commission, Beijing",50-99,"political behavior, process",crowd dispersal,41
China,2016,2016-05-03,2016-05-03,0 days,Asia,Government headquarters in Henyang,1000-1999,labor wage dispute,crowd dispersal,41
China,2016,2016-05-10,2016-05-10,0 days,Asia,Headquarters of Xicheng district government in Longkou,100-999,"political behavior, process",accomodation,41
China,2016,2016-05-10,2016-05-11,1 days,Asia,Longyang district in Baoshan,100-999,land farm issue,crowd dispersal,41
China,2016,2016-05-15,2016-05-22,7 days,Asia,"National   two dozen Chinese cities, including Nanjiang; Wuhan; Harbin; Luoyang; Baoding; cities in Jiangsu and Hubei provinces; Zhengzhou,  Henan province",2000-4999,"political behavior, process",arrests,41
China,2016,2016-05-17,2016-05-17,0 days,Asia,"Lower Albert Road, Hong Kong",50-99,"political behavior, process",crowd dispersal,41
China,2016,2016-05-30,2016-06-03,4 days,Asia,"Amchock township in Xiahe county, Gansu province",100-999,"political behavior, process",arrests,41
China,2016,2016-06-15,2016-06-15,0 days,Asia,"Qianjiang, in Hubei province",2000-4999,"political behavior, process",crowd dispersal,41
China,2016,2016-06-19,2016-09-13,86 days,Asia,"Village of Wukan, in Guangdong province",2000-4999,"political behavior, process",crowd dispersal,41
China,2016,2016-06-21,2016-06-21,0 days,Asia,"Government headquarters, Hong Kong",100-999,"political behavior, process",ignore,41
China,2016,2016-06-26,2016-06-26,0 days,Asia,Kau Yi Chau,50-99,"political behavior, process",ignore,41
China,2016,2016-06-26,2016-06-27,1 days,Asia,"City of Xiantao, in Hubei province",2000-4999,"political behavior, process",crowd dispersal,41
China,2016,2016-07-01,2016-07-01,0 days,Asia,Hong Kong,>10000,"political behavior, process",ignore,41
China,2016,2016-07-03,2016-07-03,0 days,Asia,Lubu township in Guangdong,>10000,"political behavior, process",crowd dispersal,41
China,2016,2016-08-06,2016-08-10,4 days,Asia,Lianyungang in Jiangsu province,2000-4999,"political behavior, process",crowd dispersal,41
China,2016,2016-11-06,2016-11-07,1 days,Asia,Hong Kong,>10000,"political behavior, process",crowd dispersal,41
China,2016,2016-11-08,2016-11-08,0 days,Asia,Beijing,1000-1999,"political behavior, process",crowd dispersal,41
China,2017,2017-01-09,2017-01-09,0 days,Asia,Hong Kong,50-99,"political behavior, process",ignore,41
China,2017,2017-02-14,2017-02-16,2 days,Asia,"City Hall, Daqing, Heilongjiang province",5000-10000,"political behavior, process",crowd dispersal,41
China,2017,2017-06-04,2017-06-04,0 days,Asia,Beijing; Hong Kong,1000-1999,"political behavior, process",arrests,41
China,2017,2017-06-05,2017-06-10,5 days,Asia,Shanghai,100-999,land farm issue,accomodation,41
China,2017,2017-06-24,2017-06-24,0 days,Asia,Hong Kong,50-99,"political behavior, process",arrests,41
China,2017,2017-07-01,2017-07-01,0 days,Asia,Hong Kong,>10000,"political behavior, process",arrests,41
China,2017,2017-07-10,2017-07-10,0 days,Asia,Hong Kong,50-99,social restrictions,ignore,41
China,2017,2017-07-24,2017-07-24,0 days,Asia,Beijing,100-999,"political behavior, process",crowd dispersal,41
China,2017,2017-08-20,2017-08-20,0 days,Asia,Hong Kong,2000-4999,"political behavior, process",ignore,41
China,2017,2017-12-10,2017-12-10,0 days,Asia,Beijing,100-999,land farm issue,ignore,41
China,2018,2018-01-01,2018-01-01,0 days,Asia,Hong Kong,5000-10000,"political behavior, process",crowd dispersal,41
China,2018,2018-06-23,2018-06-25,2 days,Asia,Zhenjiang,100-999,"political behavior, process",ignore,41
China,2018,2018-07-01,2018-07-01,0 days,Asia,Hong Kong,>10000,"political behavior, process",ignore,41
China,2018,2018-08-06,2018-08-06,0 days,Asia,Beijing,50-99,"political behavior, process",crowd dispersal,41
China,2018,2018-08-10,2018-08-10,0 days,Asia,Weizhou,2000-4999,land farm issue,accomodation,41
China,2018,2018-08-15,2018-08-15,0 days,Asia,Huizhou; Shenzhen,100-999,"political behavior, process",crowd dispersal,41
Taiwan,2016,2016-11-17,2016-11-17,0 days,Asia,Taipei,5000-10000,"political behavior, process",ignore,12
Taiwan,2016,2016-12-02,2016-12-02,0 days,Asia,Taipei,100-999,labor wage dispute,arrests,12
Taiwan,2016,2016-12-27,2016-12-27,0 days,Asia,Taipei,50-99,"political behavior, process",ignore,12
Taiwan,2017,2017-07-23,2017-07-23,0 days,Asia,Taipei,>10000,social restrictions,ignore,12
Taiwan,2017,2017-09-03,2017-09-03,0 days,Asia,Railway stations and halls in 14 cities and counties,>10000,"political behavior, process",ignore,12
Taiwan,2018,2018-02-28,2018-02-28,0 days,Asia,The tomb of Chiang Kai shek in Taoyuan,50-99,"political behavior, process",ignore,12
Taiwan,2018,2018-04-25,2018-04-25,0 days,Asia,"Parliament, in Taipei",100-999,labor wage dispute,arrests,12
Taiwan,2018,2018-10-20,2018-10-20,0 days,Asia,Taipei,>10000,"political behavior, process",ignore,12
Taiwan,2018,2018-11-06,2018-11-06,0 days,Asia,Taipei,1000-1999,"political behavior, process",ignore,12
Taiwan,2018,2018-12-20,2018-12-20,0 days,Asia,Taipei,>10000,"political behavior, process",ignore,12
Taiwan,2018,2018-12-22,2018-12-22,0 days,Asia,Taipei,5000-10000,"political behavior, process",ignore,12
Taiwan,2018,2018-12-27,2018-12-27,0 days,Asia,Taipei,2000-4999,"political behavior, process",ignore,12
South Korea,2016,2016-07-09,2016-08-17,39 days,Asia,Waegwan train station in Chilgok County; Seongju; downtown Seoul,2000-4999,"political behavior, process",ignore,11
South Korea,2016,2016-09-22,2016-09-22,0 days,Asia,"Seoul Station, Seoul",5000-10000,labor wage dispute,ignore,11
South Korea,2016,2016-10-26,2017-03-09,134 days,Asia,"Sinchon, in western Seoul; downtown Seoul; near Seoul s City Hall; Dongguk University in Seoul",>10000,removal of politician,ignore,11
South Korea,2017,2017-01-22,2017-01-22,0 days,Asia,Nationwide: Seoul,>10000,"political behavior, process",ignore,11
South Korea,2017,2017-03-01,2017-03-11,10 days,Asia,"Gwanghwamun Square, Jung gu, Dongdaemun, Seoul Station, the Constitutional Court, Cheong Wa Dae, Prime Minister s official residence in Samcheong dong in Seoul",>10000,"political behavior, process",crowd dispersal,11
South Korea,2017,2017-04-26,2017-04-26,0 days,Asia,Seongju,100-999,"political behavior, process",crowd dispersal,11
South Korea,2018,2018-02-05,2018-02-05,0 days,Asia,Seoul,50-99,"political behavior, process",crowd dispersal,11
South Korea,2018,2018-02-11,2018-02-11,0 days,Asia,Central Seoul,100-999,"political behavior, process",ignore,11
South Korea,2018,2018-02-25,2018-02-25,0 days,Asia,Near the Korean border; Pyeongchang,50-99,"political behavior, process",ignore,11
South Korea,2018,2018-06-30,2018-06-30,0 days,Asia,Jeju; Seoul,100-999,"political behavior, process",accomodation,11
South Korea,2018,2018-08-15,2018-08-15,0 days,Asia,South Korea,>10000,"political behavior, process",accomodation,11
India,2016,2016-02-01,2016-02-23,22 days,Asia,"Nationwide:  Jawaharlal Nehru University, New Delhi, and nationwide protests across university campuses",2000-4999,"political behavior, process",arrests,33
India,2016,2016-02-12,2016-02-21,9 days,Asia,Several towns in Haryana state,100-999,"political behavior, process",killings,33
India,2016,2016-07-08,2016-08-20,43 days,Asia,"Tral, Indian Kashmir; Srinagar; at least a dozen places in central and northern Kashmir.",>10000,"political behavior, process",crowd dispersal,33
India,2016,2016-07-20,2016-07-20,0 days,Asia,"Una town, Gujarat state; Ahmedabad",50-99,"political behavior, process",crowd dispersal,33
India,2016,2016-09-12,2016-09-12,0 days,Asia,"City of Bangalore, State of Karnataka",50-99,"political behavior, process",crowd dispersal,33
India,2016,2016-11-27,2016-11-27,0 days,Asia,Delhi,100-999,social restrictions,ignore,33
India,2016,2016-11-28,2016-11-28,0 days,Asia,Nationwide:  Kolkata; Mumbai,>10000,"political behavior, process",ignore,33
India,2017,2017-01-17,2017-01-23,6 days,Asia,State of Tamil Nadu,2000-4999,"political behavior, process",arrests,33
India,2017,2017-04-09,2017-04-09,0 days,Asia,"At least a dozen places in the districts of Srinagar, Budgam and Ganderbal",50-99,"political behavior, process",shootings,33
India,2017,2017-04-15,2017-04-24,9 days,Asia,Indian controlled Kashmir s city of Srinagar and other parts of Kashmir,100-999,police brutality,shootings,33
India,2017,2017-05-27,2017-05-27,0 days,Asia,Tral in south Indian administered Kashmir,2000-4999,"political behavior, process",crowd dispersal,33
India,2017,2017-06-01,2017-06-16,15 days,Asia,Kozhikode,50-99,"political behavior, process",ignore,33
India,2017,2017-06-01,2017-06-09,8 days,Asia,The Mandsaur region of Madhya Pradesh in central India,100-999,police brutality,crowd dispersal,33
India,2017,2017-06-28,2017-06-28,0 days,Asia,Delhi; Mumbai and other cities,2000-4999,"political behavior, process",ignore,33
India,2017,2017-07-01,2017-07-01,0 days,Asia,Neighboring villages of Dialgam in the Indian controlled portion of Kashmir,100-999,"political behavior, process",crowd dispersal,33
India,2017,2017-08-01,2017-08-01,0 days,Asia,Kashmir Valley,50-99,"political behavior, process",shootings,33
India,2017,2017-08-25,2017-08-25,0 days,Asia,Panchkula; Sirsa; Punjab; Rajasthan; Delhi; New Delhi,>10000,"political behavior, process",crowd dispersal,33
India,2017,2017-09-06,2017-09-06,0 days,Asia,National: Bengaluru; Kolkata; Hyderabad; New Delhi and other cities,100-999,police brutality,ignore,33
India,2017,2017-12-19,2017-12-19,0 days,Asia,The southern Shopian area of Kashmir,100-999,"political behavior, process",shootings,33
India,2018,2018-01-03,2018-01-03,0 days,Asia,Goregaon neighborhood of Mumbai; elsewhere in Maharashtra state,2000-4999,social restrictions,ignore,33
India,2018,2018-01-25,2018-01-25,0 days,Asia,National,2000-4999,"political behavior, process",crowd dispersal,33
India,2018,2018-04-01,2018-04-01,0 days,Asia,Indian controlled portion of Kashmir,100-999,"political behavior, process",killings,33
India,2018,2018-04-02,2018-04-02,0 days,Asia,"Nationwide, including Ahmadabad",>10000,social restrictions,killings,33
India,2018,2018-04-09,2018-04-09,0 days,Asia,Jammu and Kashmir,2000-4999,"political behavior, process",ignore,33
India,2018,2018-04-11,2018-04-11,0 days,Asia,Khudwani and other villages in Kashmir,100-999,"political behavior, process",killings,33
India,2018,2018-04-14,2018-04-15,1 days,Asia,"Nationwide, including Hyderabad",100-999,"political behavior, process",ignore,33
India,2018,2018-05-22,2018-05-22,0 days,Asia,Tuticorin in the state of Tamil Nadu,2000-4999,land farm issue,killings,33
